54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,56
57,5,5,0,0,0,5,5,5,0,0,0,5,0,5,5,0,0,0,5,5,0,0,0,5,0,5,5,0,0,0,0,0,0,0,6,0,5,0,5,5,0,0,5,0,0,0,0,0,0,6,0,5,0,7,0,5,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,59
57,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,5,0,5,0,0,5,5,0,5,0,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,59
57,0,6,0,5,0,0,0,6,0,5,0,0,0,0,0,7,0,0,0,6,0,5,0,0,0,0,0,7,0,0,0,0,7,0,5,5,0,0,0,0,0,7,6,5,5,0,0,0,7,5,5,0,0,0,7,0,5,5,0,0,0,0,5,0,0,0,0,6,0,0,6,0,0,0,0,0,5,5,59
57,0,0,7,0,0,0,0,0,7,0,0,0,0,6,5,0,0,7,0,0,7,0,0,0,0,6,5,0,0,0,0,0,5,0,0,0,0,0,5,5,6,0,5,6,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,7,6,0,7,0,0,0,0,0,0,0,5,6,0,0,7,0,0,59
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,0,5,0,0,0,0,0,7,0,0,0,0,5,5,0,6,0,5,0,0,6,5,0,0,0,7,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,5,0,0,5,6,0,0,0,59
57,5,0,0,0,0,5,5,0,0,0,0,5,0,6,0,5,0,0,5,0,0,0,0,5,0,6,0,5,0,5,0,0,0,0,6,5,0,0,0,6,0,0,6,6,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,7,0,0,5,6,5,59
57,5,5,0,0,0,5,0,5,5,0,0,5,0,6,5,5,0,7,0,0,0,0,5,5,0,6,5,5,0,0,0,5,0,0,0,0,0,7,0,0,5,5,5,6,5,0,0,5,0,0,6,0,5,0,0,0,0,0,6,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,5,0,5,5,59
57,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,6,0,0,0,0,6,0,6,0,0,5,0,5,0,0,0,5,0,7,0,0,5,0,7,0,0,0,6,0,0,0,0,5,5,0,0,5,0,0,0,59
57,0,6,0,5,0,0,0,0,0,7,0,6,5,0,0,0,0,6,0,5,0,0,0,0,0,7,0,0,0,0,0,6,0,0,5,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,59
